URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://www.ehealth.fgov.be/standards/fhir/scoring/ValueSet/vs-observation-code,0.1.0,active,,VS_ObservationCode,BelRAI - Observation codes,"Codes identifying each BelRAI scoring scale/screener, used as Observation.code.",,"Internal"
